account_number,customer_id,account_type,branch_code,currency,opening_date,account_status,opening_balance,current_balance,available_balance,interest_rate,minimum_balance,overdraft_limit
ACC000000000774,CUST000599,RECURRING_DEPOSIT,BR0063,USD,2025-03-19,CLOSED,29014.49,5290.67,29436.35,7.28,0.0,280.12
ACC000000000775,CUST000243,SALARY,BR0003,USD,2024-09-02,ACTIVE,49827.67,95318.25,1741.28,1.73,500.0,0.0
ACC000000000776,CUST000026,SAVINGS,BR0063,USD,2021-07-05,ACTIVE,38760.73,29393.52,64880.2,7.47,0.0,0.0
ACC000000000777,CUST000280,CURRENT,BR0079,USD,2021-10-09,ACTIVE,7090.94,22971.24,2317.98,6.52,500.0,0.0
ACC000000000778,CUST000526,SAVINGS,BR0093,USD,2024-05-14,DORMANT,19504.6,47473.8,16353.53,4.48,500.0,0.0
ACC000000000779,CUST000179,CURRENT,BR0007,USD,2024-08-02,ACTIVE,18270.85,88495.72,39781.09,1.42,500.0,0.0
ACC000000000780,CUST000269,RECURRING_DEPOSIT,BR0007,USD,2024-12-12,ACTIVE,12916.04,55479.58,56221.04,6.72,0.0,7037.29
ACC000000000781,CUST000583,CURRENT,BR0030,USD,2022-06-11,ACTIVE,11232.13,15322.08,1175.59,2.43,500.0,0.0
ACC000000000782,CUST000176,FIXED_DEPOSIT,BR0019,USD,2024-06-09,ACTIVE,39850.58,78083.74,64109.92,5.48,0.0,0.0
ACC000000000783,CUST000419,SALARY,BR0064,USD,2025-10-16,CLOSED,38295.23,85816.6,48782.3,2.26,0.0,3526.68
ACC000000000784,CUST000995,RECURRING_DEPOSIT,BR0066,USD,2025-07-01,ACTIVE,3269.76,5936.52,42808.56,4.77,500.0,0.0
ACC000000000785,CUST000603,CURRENT,BR0019,USD,2021-02-17,DORMANT,15364.09,12100.34,82802.76,6.46,500.0,0.0
ACC000000000786,CUST000590,SALARY,BR0055,USD,2025-08-08,DORMANT,16418.05,41078.77,52615.28,4.94,500.0,651.37
ACC000000000787,CUST000657,SALARY,BR0076,USD,2024-05-29,CLOSED,29330.01,1952.05,92904.79,2.73,0.0,6962.64
ACC000000000788,CUST000532,CURRENT,BR0019,USD,2022-04-14,ACTIVE,711.08,67428.04,16261.34,4.14,500.0,1814.67
ACC000000000789,CUST000024,SALARY,BR0003,USD,2025-01-10,ACTIVE,43900.17,99806.73,84159.42,1.13,500.0,0.0
ACC000000000790,CUST000798,RECURRING_DEPOSIT,BR0038,USD,2023-07-24,ACTIVE,4416.09,65820.41,52728.36,4.67,500.0,8705.82
ACC000000000791,CUST000088,CURRENT,BR0060,USD,2024-07-25,DORMANT,46377.64,11915.25,54077.06,4.08,500.0,0.0
ACC000000000792,CUST000898,SALARY,BR0055,USD,2023-01-09,CLOSED,32300.74,6069.08,93126.79,7.43,0.0,0.0
ACC000000000793,CUST000261,SAVINGS,BR0066,USD,2024-10-13,DORMANT,26467.88,77890.81,41742.64,0.55,500.0,0.0
ACC000000000794,CUST000072,SALARY,BR0091,USD,2021-11-02,ACTIVE,42508.82,46723.7,4332.75,6.34,500.0,8390.68
ACC000000000795,CUST000872,CURRENT,BR0027,USD,2021-12-28,ACTIVE,35427.82,48618.22,74806.42,3.03,0.0,0.0
ACC000000000796,CUST000030,SAVINGS,BR0056,USD,2022-10-16,INACTIVE,26463.23,24844.07,34746.25,3.51,500.0,0.0
ACC000000000797,CUST000676,SAVINGS,BR0080,USD,2024-12-15,CLOSED,44492.71,1835.88,13390.86,3.34,500.0,0.0
ACC000000000798,CUST000568,SALARY,BR0066,USD,2024-03-15,CLOSED,8875.13,88667.72,93723.84,3.94,500.0,485.41
ACC000000000799,CUST000182,RECURRING_DEPOSIT,BR0021,USD,2024-11-08,ACTIVE,14742.06,12325.96,64200.18,5.18,500.0,0.0
ACC000000000800,CUST000192,CURRENT,BR0006,USD,2021-08-26,ACTIVE,31977.25,90463.41,39014.96,3.3,0.0,0.0
ACC000000000801,CUST000965,RECURRING_DEPOSIT,BR0059,USD,2024-05-06,ACTIVE,11818.53,92331.71,77922.68,3.35,0.0,0.0
ACC000000000802,CUST000801,CURRENT,BR0022,USD,2023-01-07,DORMANT,46497.61,65615.66,87807.2,5.54,500.0,4798.91
ACC000000000803,CUST000436,FIXED_DEPOSIT,BR0075,USD,2023-02-08,INACTIVE,22386.16,92395.15,30334.23,2.53,500.0,9699.96
ACC000000000804,CUST000189,FIXED_DEPOSIT,BR0070,USD,2023-12-18,CLOSED,10628.17,50883.86,44018.93,4.21,500.0,6363.88
ACC000000000805,CUST000604,CURRENT,BR0019,USD,2025-10-15,CLOSED,24856.66,1862.84,37806.44,5.29,0.0,1644.79
ACC000000000806,CUST000999,SAVINGS,BR0080,USD,2024-02-01,CLOSED,46737.5,77908.91,42845.64,1.73,0.0,0.0
ACC000000000807,CUST000645,RECURRING_DEPOSIT,BR0076,USD,2025-09-04,DORMANT,45483.73,17933.62,19337.94,5.25,500.0,0.0
ACC000000000808,CUST000445,SALARY,BR0073,USD,2024-03-23,ACTIVE,22544.8,43255.98,399.69,5.95,500.0,0.0
ACC000000000809,CUST000718,RECURRING_DEPOSIT,BR0085,USD,2024-03-02,CLOSED,48073.91,44760.09,6291.17,1.61,500.0,0.0
ACC000000000810,CUST000663,RECURRING_DEPOSIT,BR0054,USD,2025-03-24,DORMANT,16782.26,98126.58,29793.4,2.76,500.0,0.0
ACC000000000811,CUST000958,CURRENT,BR0063,USD,2023-06-27,CLOSED,27623.3,39677.65,18454.72,0.6,0.0,0.0
ACC000000000812,CUST000003,FIXED_DEPOSIT,BR0064,USD,2024-08-04,ACTIVE,7217.51,63296.68,84456.97,2.42,500.0,953.39
ACC000000000813,CUST000607,SAVINGS,BR0044,USD,2022-09-08,DORMANT,13158.13,64553.63,53666.23,1.04,500.0,0.0
ACC000000000814,CUST000949,CURRENT,BR0066,USD,2022-04-30,CLOSED,33719.66,69505.29,82427.2,0.79,500.0,0.0
ACC000000000815,CUST000424,RECURRING_DEPOSIT,BR0090,USD,2022-07-25,DORMANT,24917.24,86609.84,2285.99,2.24,500.0,8527.39
ACC000000000816,CUST000626,SAVINGS,BR0078,USD,2025-11-09,DORMANT,17990.32,29063.27,63239.13,2.25,0.0,0.0
ACC000000000817,CUST000572,SAVINGS,BR0060,USD,2024-04-24,DORMANT,3880.77,31243.73,61524.21,5.09,500.0,0.0
ACC000000000818,CUST000951,FIXED_DEPOSIT,BR0008,USD,2023-08-21,ACTIVE,27250.29,82711.74,27688.16,7.27,0.0,3979.19
ACC000000000819,CUST000392,SAVINGS,BR0023,USD,2023-08-23,ACTIVE,40812.36,70543.35,31194.98,1.12,500.0,0.0
ACC000000000820,CUST000949,RECURRING_DEPOSIT,BR0052,USD,2021-05-28,ACTIVE,27392.36,68364.46,86060.91,4.17,0.0,0.0
ACC000000000821,CUST000727,RECURRING_DEPOSIT,BR0063,USD,2024-05-26,ACTIVE,24877.39,81174.71,45664.2,2.81,0.0,0.0
ACC000000000822,CUST000848,RECURRING_DEPOSIT,BR0012,USD,2024-03-29,INACTIVE,7391.28,18142.29,99819.75,6.41,500.0,0.0
ACC000000000823,CUST000178,SAVINGS,BR0025,USD,2021-08-24,INACTIVE,19662.41,13823.38,46955.31,4.84,500.0,0.0
ACC000000000824,CUST000834,CURRENT,BR0009,USD,2023-06-15,ACTIVE,1755.62,44899.57,82936.23,5.65,0.0,4037.98
ACC000000000825,CUST000579,CURRENT,BR0045,USD,2024-08-29,ACTIVE,35343.59,19348.97,33739.97,5.66,500.0,5509.59
ACC000000000826,CUST000558,FIXED_DEPOSIT,BR0071,USD,2022-07-18,CLOSED,33047.02,25271.4,22267.19,5.31,500.0,0.0
ACC000000000827,CUST000374,CURRENT,BR0014,USD,2025-02-19,INACTIVE,214.5,96995.68,54647.66,6.74,0.0,0.0
ACC000000000828,CUST000610,SALARY,BR0098,USD,2022-10-29,CLOSED,7653.5,77379.06,37325.04,2.98,0.0,0.0
ACC000000000829,CUST000571,CURRENT,BR0033,USD,2023-06-14,DORMANT,32111.59,91007.0,36109.07,1.13,0.0,2459.84
ACC000000000830,CUST000626,FIXED_DEPOSIT,BR0056,USD,2021-10-28,ACTIVE,8628.06,70897.42,17369.06,1.13,500.0,5160.71
ACC000000000831,CUST000400,FIXED_DEPOSIT,BR0066,USD,2022-12-27,ACTIVE,20353.07,94923.6,78543.12,4.69,500.0,0.0
ACC000000000832,CUST000407,CURRENT,BR0065,USD,2023-09-20,DORMANT,33608.55,90646.61,34016.83,6.93,500.0,0.0
ACC000000000833,CUST000395,FIXED_DEPOSIT,BR0039,USD,2024-10-31,ACTIVE,42076.35,32443.46,92892.95,1.04,500.0,5918.09
ACC000000000834,CUST000786,SAVINGS,BR0051,USD,2023-12-02,ACTIVE,28384.02,75321.94,89339.7,4.17,0.0,0.0
ACC000000000835,CUST000727,SAVINGS,BR0080,USD,2022-02-22,ACTIVE,17845.69,89674.98,6413.83,5.47,0.0,0.0
ACC000000000836,CUST000816,SAVINGS,BR0014,USD,2024-12-25,ACTIVE,21864.22,95071.64,15765.69,4.32,500.0,8696.78
ACC000000000837,CUST000382,RECURRING_DEPOSIT,BR0093,USD,2025-07-13,ACTIVE,8998.91,25404.32,31210.89,6.67,500.0,0.0
ACC000000000838,CUST000587,FIXED_DEPOSIT,BR0007,USD,2024-02-14,ACTIVE,2182.45,97823.88,44767.96,5.08,0.0,0.0
ACC000000000839,CUST000171,RECURRING_DEPOSIT,BR0070,USD,2023-01-02,ACTIVE,46242.58,85556.72,25096.91,0.58,0.0,0.0
ACC000000000840,CUST000852,CURRENT,BR0095,USD,2021-05-17,DORMANT,33152.87,79673.42,26733.47,4.13,500.0,3358.27
ACC000000000841,CUST000366,SALARY,BR0016,USD,2022-10-11,ACTIVE,11321.96,59989.07,92512.86,1.75,500.0,0.0
ACC000000000842,CUST000857,SAVINGS,BR0016,USD,2022-10-23,ACTIVE,29992.49,96851.3,94524.51,3.1,500.0,0.0
ACC000000000843,CUST000143,SALARY,BR0073,USD,2021-03-02,ACTIVE,5850.16,15951.31,23246.37,6.02,500.0,0.0
ACC000000000844,CUST000198,RECURRING_DEPOSIT,BR0083,USD,2023-05-05,ACTIVE,22953.47,88980.07,48829.71,0.99,500.0,353.63
ACC000000000845,CUST000540,SALARY,BR0026,USD,2023-12-02,ACTIVE,43324.35,54508.49,70088.94,0.77,500.0,0.0
ACC000000000846,CUST000117,SAVINGS,BR0076,USD,2023-02-13,ACTIVE,42361.67,37085.29,70335.81,2.24,500.0,0.0
ACC000000000847,CUST000664,CURRENT,BR0055,USD,2024-05-09,ACTIVE,11847.74,90454.26,51535.24,1.16,0.0,0.0
ACC000000000848,CUST000566,FIXED_DEPOSIT,BR0064,USD,2022-03-07,ACTIVE,32417.65,43678.13,90652.24,3.41,500.0,766.59
ACC000000000849,CUST000944,FIXED_DEPOSIT,BR0016,USD,2022-04-16,ACTIVE,29795.94,53851.33,41646.36,2.89,500.0,1465.19
ACC000000000850,CUST000256,SALARY,BR0027,USD,2024-04-20,DORMANT,29380.51,51423.4,77789.36,6.33,500.0,0.0
ACC000000000851,CUST000951,CURRENT,BR0081,USD,2022-04-11,ACTIVE,39140.9,23633.42,405.74,4.04,500.0,0.0
ACC000000000852,CUST000115,SALARY,BR0044,USD,2025-10-26,ACTIVE,1750.27,65945.25,106.39,4.6,500.0,0.0
ACC000000000853,CUST000074,SAVINGS,BR0092,USD,2023-01-10,INACTIVE,48029.91,69314.06,22816.65,2.6,500.0,4891.96
ACC000000000854,CUST000917,FIXED_DEPOSIT,BR0025,USD,2021-04-10,ACTIVE,48398.35,25914.39,32175.98,3.93,500.0,0.0
ACC000000000855,CUST000697,SAVINGS,BR0080,USD,2025-01-31,ACTIVE,7750.9,27974.07,85998.14,7.19,500.0,0.0
ACC000000000856,CUST000852,SALARY,BR0013,USD,2021-05-08,ACTIVE,37959.29,47354.72,8014.32,3.3,500.0,0.0
ACC000000000857,CUST000860,RECURRING_DEPOSIT,BR0099,USD,2023-08-25,DORMANT,31751.54,25138.93,80735.11,4.29,500.0,0.0
ACC000000000858,CUST000605,SALARY,BR0055,USD,2024-11-01,ACTIVE,41072.72,99271.38,45443.87,6.25,500.0,0.0
ACC000000000859,CUST000009,SAVINGS,BR0042,USD,2021-05-30,DORMANT,3982.6,81714.31,37626.61,3.02,500.0,484.58
ACC000000000860,CUST000663,SAVINGS,BR0075,USD,2024-02-16,CLOSED,1790.96,16358.37,20783.62,2.86,0.0,0.0
ACC000000000861,CUST000123,SAVINGS,BR0007,USD,2025-12-21,ACTIVE,47133.4,13682.93,93297.78,4.11,0.0,0.0
ACC000000000862,CUST000004,FIXED_DEPOSIT,BR0009,USD,2021-03-27,CLOSED,39331.59,45374.91,60709.2,1.26,500.0,8992.53
ACC000000000863,CUST000394,FIXED_DEPOSIT,BR0046,USD,2022-04-17,ACTIVE,12153.66,92888.87,79387.76,6.44,500.0,0.0
ACC000000000864,CUST000809,SALARY,BR0055,USD,2022-02-15,INACTIVE,40503.55,50201.24,80417.57,4.82,500.0,0.0
ACC000000000865,CUST000437,RECURRING_DEPOSIT,BR0083,USD,2024-01-26,ACTIVE,9030.09,80605.8,61629.25,2.31,0.0,0.0
ACC000000000866,CUST000417,CURRENT,BR0026,USD,2021-01-26,DORMANT,155.63,9512.83,84678.91,4.23,500.0,0.0
ACC000000000867,CUST000084,FIXED_DEPOSIT,BR0011,USD,2023-12-29,ACTIVE,25298.14,72054.36,37488.9,1.53,500.0,0.0
ACC000000000868,CUST000232,FIXED_DEPOSIT,BR0072,USD,2021-08-12,DORMANT,23674.82,54267.84,99369.02,4.77,0.0,0.0
ACC000000000869,CUST000851,SAVINGS,BR0014,USD,2025-04-30,INACTIVE,36673.06,2083.62,96102.81,2.68,0.0,0.0
ACC000000000870,CUST000199,CURRENT,BR0016,USD,2022-02-08,ACTIVE,31974.76,95022.72,88982.64,2.55,500.0,7949.62
ACC000000000871,CUST000633,FIXED_DEPOSIT,BR0055,USD,2023-01-22,CLOSED,10571.65,5502.27,60841.81,5.89,0.0,738.44
ACC000000000872,CUST000717,FIXED_DEPOSIT,BR0037,USD,2025-09-18,ACTIVE,26367.62,62053.26,65913.41,6.65,500.0,729.63
ACC000000000873,CUST000182,SAVINGS,BR0096,USD,2023-10-07,ACTIVE,27959.56,54095.94,24363.46,1.08,0.0,1738.15
ACC000000000874,CUST000445,SAVINGS,BR0024,USD,2021-06-01,DORMANT,8560.35,89089.88,11894.7,5.59,500.0,0.0
ACC000000000875,CUST000208,SAVINGS,BR0055,USD,2023-05-04,ACTIVE,33084.84,8551.68,7166.91,6.81,500.0,0.0
ACC000000000876,CUST000662,CURRENT,BR0081,USD,2024-07-07,ACTIVE,6914.79,54542.49,29756.02,2.28,500.0,2102.64
ACC000000000877,CUST000143,FIXED_DEPOSIT,BR0033,USD,2021-05-21,ACTIVE,35323.56,77055.62,61992.41,5.42,500.0,0.0
ACC000000000878,CUST000346,CURRENT,BR0077,USD,2024-03-08,INACTIVE,27642.42,54889.08,57612.32,6.47,500.0,3492.26
ACC000000000879,CUST000759,FIXED_DEPOSIT,BR0033,USD,2022-12-25,ACTIVE,49568.64,97989.59,40913.6,6.02,500.0,0.0
ACC000000000880,CUST000189,SALARY,BR0089,USD,2025-09-11,ACTIVE,33999.77,66198.06,17095.82,5.72,0.0,0.0
ACC000000000881,CUST000745,FIXED_DEPOSIT,BR0030,USD,2021-07-22,ACTIVE,43051.67,46720.21,42329.9,5.52,500.0,0.0
ACC000000000882,CUST000448,CURRENT,BR0046,USD,2023-03-14,ACTIVE,2213.57,59511.15,57017.25,3.83,0.0,8988.51
ACC000000000883,CUST000726,SAVINGS,BR0049,USD,2021-11-16,CLOSED,30569.78,12758.21,95956.45,5.53,500.0,0.0
ACC000000000884,CUST000655,RECURRING_DEPOSIT,BR0076,USD,2022-05-20,ACTIVE,25481.85,75435.97,32188.73,3.39,500.0,0.0
ACC000000000885,CUST000219,CURRENT,BR0072,USD,2023-03-10,ACTIVE,14123.55,36845.34,32390.19,5.01,0.0,9948.91
ACC000000000886,CUST000438,FIXED_DEPOSIT,BR0088,USD,2022-07-04,INACTIVE,1798.2,11897.23,10388.36,6.92,500.0,0.0
ACC000000000887,CUST000358,CURRENT,BR0053,USD,2022-12-18,ACTIVE,17247.31,3841.74,77791.29,6.88,0.0,2336.94
ACC000000000888,CUST000146,SAVINGS,BR0071,USD,2023-10-02,CLOSED,40093.98,24475.04,99619.65,7.02,0.0,418.74
ACC000000000889,CUST000310,CURRENT,BR0001,USD,2024-05-19,DORMANT,12110.51,16794.01,75087.46,4.92,500.0,8726.35
ACC000000000890,CUST000157,SAVINGS,BR0008,USD,2024-11-13,ACTIVE,31538.34,35071.53,3434.51,4.84,500.0,0.0
ACC000000000891,CUST000887,SALARY,BR0094,USD,2022-06-12,CLOSED,37173.25,74773.29,36193.35,0.92,0.0,8730.14
ACC000000000892,CUST000901,FIXED_DEPOSIT,BR0041,USD,2025-04-04,DORMANT,3235.63,12325.81,85132.36,1.31,500.0,0.0
ACC000000000893,CUST000193,SALARY,BR0014,USD,2024-11-12,CLOSED,32328.48,27499.49,2385.49,4.75,500.0,0.0
ACC000000000894,CUST000337,FIXED_DEPOSIT,BR0060,USD,2023-07-08,INACTIVE,11196.16,96374.91,93007.42,4.2,0.0,9030.74
ACC000000000895,CUST000692,FIXED_DEPOSIT,BR0007,USD,2023-08-10,ACTIVE,1233.85,88197.83,80346.34,2.73,0.0,0.0
ACC000000000896,CUST000586,RECURRING_DEPOSIT,BR0048,USD,2021-05-01,ACTIVE,30065.92,10180.61,19702.42,1.39,500.0,4603.06
ACC000000000897,CUST000536,CURRENT,BR0006,USD,2023-11-02,ACTIVE,25131.85,92410.56,87755.79,6.86,0.0,0.0
ACC000000000898,CUST000744,SAVINGS,BR0091,USD,2024-03-10,DORMANT,1134.99,97059.08,52046.03,6.84,500.0,0.0
ACC000000000899,CUST000626,FIXED_DEPOSIT,BR0063,USD,2023-11-06,DORMANT,38401.81,77318.5,59054.13,2.88,500.0,0.0
ACC000000000900,CUST000015,SAVINGS,BR0006,USD,2025-03-15,ACTIVE,38184.78,87681.48,1365.36,2.68,0.0,7187.66
ACC000000000901,CUST000515,CURRENT,BR0018,USD,2021-03-04,ACTIVE,30102.73,61087.64,40462.5,2.67,500.0,0.0
ACC000000000902,CUST000778,FIXED_DEPOSIT,BR0033,USD,2024-09-04,ACTIVE,24059.51,683.96,3032.11,4.41,500.0,6177.08
ACC000000000903,CUST000308,RECURRING_DEPOSIT,BR0089,USD,2024-12-25,INACTIVE,37925.6,47512.18,90783.46,5.89,500.0,5274.32
ACC000000000904,CUST000556,SALARY,BR0087,USD,2025-04-25,DORMANT,3159.49,51588.82,40228.89,1.33,500.0,938.29
ACC000000000905,CUST000590,SAVINGS,BR0021,USD,2025-03-26,ACTIVE,13327.31,19333.53,4989.6,3.13,500.0,9215.19
ACC000000000906,CUST000525,RECURRING_DEPOSIT,BR0056,USD,2022-08-15,INACTIVE,16343.37,57921.97,72685.96,2.25,0.0,4134.62
ACC000000000907,CUST000693,CURRENT,BR0049,USD,2025-11-30,ACTIVE,49244.16,42043.5,25391.44,5.62,500.0,0.0
ACC000000000908,CUST000439,FIXED_DEPOSIT,BR0084,USD,2025-10-14,ACTIVE,16297.48,85351.73,99030.41,6.54,500.0,0.0
ACC000000000909,CUST000634,FIXED_DEPOSIT,BR0002,USD,2021-12-20,ACTIVE,22312.97,41345.9,79411.55,5.34,0.0,0.0
ACC000000000910,CUST000519,RECURRING_DEPOSIT,BR0015,USD,2024-03-29,ACTIVE,9023.18,77902.64,93060.09,2.18,500.0,0.0
ACC000000000911,CUST000190,RECURRING_DEPOSIT,BR0022,USD,2021-04-14,ACTIVE,30569.29,39808.64,70568.59,0.83,0.0,0.0
ACC000000000912,CUST000129,FIXED_DEPOSIT,BR0052,USD,2023-01-02,ACTIVE,24214.12,86920.87,8814.17,4.8,500.0,0.0
ACC000000000913,CUST000955,CURRENT,BR0083,USD,2021-02-07,ACTIVE,34175.57,70650.07,26547.26,2.57,500.0,0.0
ACC000000000914,CUST000128,RECURRING_DEPOSIT,BR0039,USD,2023-01-06,ACTIVE,7057.61,51412.76,18547.84,3.55,500.0,0.0
ACC000000000915,CUST000758,SALARY,BR0018,USD,2023-06-06,ACTIVE,23984.05,83504.11,87441.11,0.52,500.0,8724.45
ACC000000000916,CUST000802,CURRENT,BR0029,USD,2024-08-30,ACTIVE,33890.62,97467.11,88925.92,3.6,500.0,0.0
ACC000000000917,CUST000950,RECURRING_DEPOSIT,BR0059,USD,2025-05-30,ACTIVE,20617.13,23206.57,56377.79,2.45,500.0,0.0
ACC000000000918,CUST000719,CURRENT,BR0056,USD,2024-06-06,ACTIVE,36029.57,77128.03,24119.58,5.34,0.0,0.0
ACC000000000919,CUST000328,CURRENT,BR0078,USD,2022-12-19,ACTIVE,45162.5,64293.46,19141.49,4.4,500.0,4777.88
ACC000000000920,CUST000622,FIXED_DEPOSIT,BR0047,USD,2023-01-22,DORMANT,38198.12,76368.88,74363.55,6.27,0.0,0.0
ACC000000000921,CUST000956,FIXED_DEPOSIT,BR0015,USD,2024-12-16,ACTIVE,48872.04,66950.98,39184.35,2.48,500.0,0.0
ACC000000000922,CUST000031,CURRENT,BR0015,USD,2025-12-03,ACTIVE,33425.62,39084.27,37187.87,4.9,0.0,0.0
ACC000000000923,CUST000778,FIXED_DEPOSIT,BR0092,USD,2025-06-06,ACTIVE,23342.59,85385.29,92994.85,1.98,500.0,1189.47
ACC000000000924,CUST000804,FIXED_DEPOSIT,BR0045,USD,2025-02-15,DORMANT,1741.71,66275.76,65317.81,3.17,500.0,0.0
ACC000000000925,CUST000388,RECURRING_DEPOSIT,BR0039,USD,2021-11-30,ACTIVE,17736.86,48928.73,58891.72,5.0,0.0,0.0
ACC000000000926,CUST000943,SAVINGS,BR0009,USD,2024-09-01,ACTIVE,43906.43,16398.03,38736.82,7.02,0.0,0.0
ACC000000000927,CUST000477,FIXED_DEPOSIT,BR0078,USD,2024-04-28,ACTIVE,18495.82,23990.9,70191.24,5.24,0.0,0.0
ACC000000000928,CUST000357,RECURRING_DEPOSIT,BR0002,USD,2023-11-06,CLOSED,42269.25,31277.56,61378.58,6.8,0.0,0.0
ACC000000000929,CUST000807,SALARY,BR0100,USD,2024-10-10,INACTIVE,5253.85,35684.79,47878.69,1.34,500.0,0.0
ACC000000000930,CUST000975,FIXED_DEPOSIT,BR0089,USD,2021-02-17,DORMANT,30843.6,49905.76,6327.72,3.52,500.0,0.0
ACC000000000931,CUST000497,CURRENT,BR0090,USD,2022-07-13,ACTIVE,44568.18,50961.78,70549.96,5.62,500.0,0.0
ACC000000000932,CUST000574,RECURRING_DEPOSIT,BR0044,USD,2025-11-14,ACTIVE,19991.8,45846.01,29138.61,1.33,500.0,0.0
ACC000000000933,CUST000632,SALARY,BR0027,USD,2023-07-12,INACTIVE,12899.72,57704.67,98912.51,2.56,500.0,0.0
ACC000000000934,CUST000128,FIXED_DEPOSIT,BR0091,USD,2023-07-31,ACTIVE,879.17,2554.55,88305.43,5.05,500.0,0.0
ACC000000000935,CUST000790,CURRENT,BR0062,USD,2022-07-04,DORMANT,33299.35,31958.82,83814.42,6.32,0.0,0.0
ACC000000000936,CUST000185,RECURRING_DEPOSIT,BR0069,USD,2022-03-22,ACTIVE,23239.86,7496.34,21468.01,6.8,500.0,1247.98
ACC000000000937,CUST000084,SAVINGS,BR0045,USD,2023-03-27,CLOSED,42342.87,77006.18,69336.11,1.84,500.0,0.0
ACC000000000938,CUST000223,RECURRING_DEPOSIT,BR0043,USD,2021-06-14,ACTIVE,24482.32,70021.08,29551.83,3.84,500.0,7043.63
ACC000000000939,CUST000893,RECURRING_DEPOSIT,BR0007,USD,2025-01-14,ACTIVE,38691.52,72302.31,5189.64,1.47,500.0,1524.76
ACC000000000940,CUST000032,SALARY,BR0046,USD,2023-01-26,ACTIVE,35090.17,16631.53,28212.29,2.53,500.0,0.0
ACC000000000941,CUST000448,SAVINGS,BR0049,USD,2024-04-08,CLOSED,42176.24,17890.04,51744.76,3.07,500.0,0.0
ACC000000000942,CUST000967,RECURRING_DEPOSIT,BR0074,USD,2025-11-15,CLOSED,27540.87,60905.39,23061.99,7.42,500.0,7403.34
ACC000000000943,CUST000579,CURRENT,BR0084,USD,2022-09-18,ACTIVE,32528.92,91658.37,44261.15,2.06,500.0,5160.94
ACC000000000944,CUST000454,SALARY,BR0024,USD,2024-04-04,CLOSED,5267.77,99441.51,73881.14,4.12,500.0,4962.27
ACC000000000945,CUST000754,CURRENT,BR0031,USD,2024-10-10,DORMANT,5399.73,40491.69,22259.37,6.42,500.0,0.0
ACC000000000946,CUST000793,RECURRING_DEPOSIT,BR0057,USD,2022-04-07,INACTIVE,30566.01,75721.19,15720.86,3.87,0.0,0.0
ACC000000000947,CUST000294,FIXED_DEPOSIT,BR0069,USD,2022-01-31,ACTIVE,26319.82,34966.56,20642.18,5.17,500.0,7545.08
ACC000000000948,CUST000257,SAVINGS,BR0052,USD,2022-12-29,INACTIVE,26791.76,62470.22,48936.27,1.31,0.0,0.0
ACC000000000949,CUST000737,SAVINGS,BR0074,USD,2021-08-18,INACTIVE,40290.94,51982.56,62804.04,3.34,500.0,0.0
ACC000000000950,CUST000472,CURRENT,BR0048,USD,2023-08-10,CLOSED,27229.47,68258.9,79072.03,0.54,0.0,0.0
ACC000000000951,CUST000070,RECURRING_DEPOSIT,BR0072,USD,2024-07-09,ACTIVE,29734.9,40639.67,62369.89,3.4,500.0,6326.1
ACC000000000952,CUST000987,SALARY,BR0050,USD,2025-01-12,CLOSED,47333.11,38235.91,63757.52,2.77,500.0,0.0
ACC000000000953,CUST000458,CURRENT,BR0028,USD,2021-03-21,ACTIVE,20422.98,66749.01,2441.01,3.85,500.0,9319.31
ACC000000000954,CUST000242,CURRENT,BR0002,USD,2022-08-18,DORMANT,19032.78,32904.7,5844.55,4.41,500.0,0.0
ACC000000000955,CUST000533,CURRENT,BR0040,USD,2025-05-29,CLOSED,44093.13,27172.66,76498.02,4.63,0.0,0.0
ACC000000000956,CUST000866,CURRENT,BR0019,USD,2021-05-22,DORMANT,45315.59,28039.43,99579.71,7.27,500.0,0.0
ACC000000000957,CUST000384,FIXED_DEPOSIT,BR0013,USD,2023-03-28,ACTIVE,9939.64,80429.08,44217.55,6.01,500.0,0.0
ACC000000000958,CUST000563,SALARY,BR0075,USD,2024-10-15,INACTIVE,49169.53,5264.39,72978.92,5.81,500.0,0.0
ACC000000000959,CUST000373,FIXED_DEPOSIT,BR0070,USD,2025-11-07,ACTIVE,41768.5,45749.52,87972.92,6.5,500.0,3735.22
ACC000000000960,CUST000305,SAVINGS,BR0032,USD,2021-05-22,ACTIVE,20048.13,80842.11,18400.91,6.18,500.0,4101.28
ACC000000000961,CUST000564,FIXED_DEPOSIT,BR0047,USD,2024-05-13,CLOSED,41447.16,45171.44,98675.73,4.99,500.0,0.0
ACC000000000962,CUST000611,FIXED_DEPOSIT,BR0032,USD,2021-07-30,ACTIVE,12987.45,35197.81,5859.22,6.8,0.0,534.75
ACC000000000963,CUST000502,SALARY,BR0096,USD,2024-05-23,CLOSED,6557.08,90893.26,99716.59,7.13,0.0,0.0
ACC000000000964,CUST000396,RECURRING_DEPOSIT,BR0049,USD,2025-10-20,DORMANT,41437.85,78175.9,36257.73,6.42,500.0,1856.03
ACC000000000965,CUST000874,RECURRING_DEPOSIT,BR0008,USD,2025-02-05,ACTIVE,46706.63,74474.29,68010.11,3.12,500.0,0.0
ACC000000000966,CUST000950,RECURRING_DEPOSIT,BR0045,USD,2024-03-29,ACTIVE,31507.15,67984.53,75186.4,3.82,500.0,0.0
